loai_thau,ma_tinh,ten_tinh,ten_don_vi,ma_cskcb,ten_cskcb,ma,ma_gy,ten,hoatchat,duongdung,maduongdung,madd_gy,dangbaoche,hamluong,donggoi,sodk,nhasx,nuocsx,donvitinh,soluong,gia,thanhtien,tennhathau,quyetdinh,tungay,denngay,goithau,tieuchuan,nhomthau,loai,sttpheduyet,hieuluc,congbo,ht_thau,tungay_hd,denngay_hd,created_date
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.848,40.30.848,Diquas,Natri diquafosol,Nhỏ mắt,6.01,6.01,Dung dịch nhỏ mắt,150mg/5ml,Hộp 1 Lọ x 5ml,VN-21445-18,"Santen Pharmaceutical Co., Ltd. - Nhà máy Noto",Nhật,Lọ,6000,129675.0,778050000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.881,40.881,Sanlein 0.3,Natri hyaluronat,Nhỏ mắt,6.01,6.01,Dung dịch nhỏ mắt,15mg/5ml,Hộp 1 Lọ x 5ml,VN-19343-15,"Santen Pharmaceutical Co., Ltd.-Nhà máy Noto",Nhật,Lọ,7200,126000.0,907200000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.881,40.881,HYALGAN,Natri hyaluronat,Tiêm,2.10,2.10,Dung dịch tiêm trong khớp,20mg/ 2ml,"Hộp 1 bơm tiêm, bơm đầy sẵn 2ml",VN-11857-11,Fidia Farmaceutici S.p.A,Italy,Ống tiêm,2500,1045000.0,2612500000.0,CÔNG TY CỔ PHẦN DƯỢC PHẨM THIẾT BỊ Y TẾ HÀ NỘI,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.979,40.979,"Singulair 5mg (đóng gói tại Merck Sharp & Dohme B.V. Địa chỉ: Waarderweg 39, 2031 BN Haarlem- Netherlands))",Natri montelukast,Uống,1.01,1.01,Viên nén nhai,5mg,Hộp 2 vỉ x 14 viên,VN-20319-17,Organon Pharma (UK) Limited,Anh,Viên,14000,13502.0,189028000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.519,40.519,Adalat LA 30mg,Nifedipin,Uống,1.01,1.01,Viên nén phóng thích kéo dài,30mg,Hộp 3 vỉ x 10 viên,400110400623,Bayer AG,Đức,Viên,46800,9454.0,442447200.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.738,40.30.738,Spasmomen,Otilonium bromide,Uống,1.01,1.01,Viên nén bao phim,40mg,Hộp 3 vỉ x 10 viên,VN-18977-15,Berlin Chemie AG (Cơ sở đóng gói và xuất xưởng: Berlin Chemie AG),Đức (Cơ sở đóng gói và xuất xưởng: Đức),Viên,62400,3535.0,220584000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.647,40.30.647,Visipaque,Iodixanol,Tiêm,2.10,2.10,Dung dịch tiêm,652mg/ml (320mg I/ml) x 100ml,Hộp 10 chai 100ml,VN-18122-14,GE Healthcare Ireland Limited,Ireland,Chai,120,992250.0,119070000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.512,40.512,Cozaar 100mg,Losartan,Uống,1.01,1.01,Viên nén bao phim,100mg,Hộp 3 vỉ x 10 viên,VN-20569-17,Organon Pharma (UK) Limited,Anh,Viên,14000,10470.0,146580000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.513,40.513,Hyzaar 50mg/12.5mg,Losartan + hydroclorothiazid,Uống,1.01,1.01,Viên nén bao phim,"50mg + 12,5mg",Hộp 2 vỉ x 14 viên,500110078123,Organon Pharma (UK) Limited,Anh,Viên,33600,8370.0,281232000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.155,40.155,Augmentin 1g,Amoxicilin + acid clavulanic,Uống,1.01,1.01,Viên nén bao phim,875mg + 125mg,Hộp 2 vỉ x 7 viên,VN-20517-17,SmithKline Beecham Pharmaceuticals,Anh,Viên,44800,16680.0,747264000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.804,40.804,Apidra Solostar,"Insulin analog tác dụng nhanh, ngắn (Aspart, Lispro, Glulisine)",Tiêm,2.10,2.10,Dung dịch tiêm trong bút tiêm nạp sẵn,300 đơn vị/3ml,Hộp 5 bút tiêm x 3ml,400410091023,Sanofi-Aventis Deutschland GmbH,Đức,Bút tiêm,1300,200000.0,260000000.0,CÔNG TY TNHH DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ HOÀNG ĐỨC,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.804,40.804,Humalog Kwikpen,"Insulin analog tác dụng nhanh, ngắn (Aspart, Lispro, Glulisine)",Tiêm,2.10,2.10,Dung dịch tiêm,"300U (tương đương 10,5mg)/3ml",Hộp 5 bút tiêm bơm sẵn thuốc x 3ml (15 kim kèm theo),800410090423,Eli Lilly Italia S.p.A,Ý,Bút tiêm,500,200000.0,100000000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.426,40.30.426,Vesicare 5mg,Solifenacin succinate,Uống,1.01,1.01,Viên nén bao phim,5mg,Hộp 3 vỉ x 10 viên,VN-16193-13,Astellas Pharma Europe B.V.,Hà Lan,Viên,27000,25725.0,694575000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.144,40.30.144,Bridion,Sugammadex,Tiêm,2.10,2.10,Dung dịch tiêm tĩnh mạch,100mg/ml,Hộp 10 lọ 2ml,VN-21211-18,Patheon Manufacturing Services LLC; đóng gói tại: N.V. Organon,"CSSX: Mỹ, đóng gói: Hà Lan",Lọ,100,1814340.0,181434000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.195,40.195,Unasyn,Sultamicillin (Ampicilin + sulbactam),Uống,1.01,1.01,Viên nén bao phim,375mg,Hộp 2 vỉ x 4 viên,800110022624,Haupt Pharma Latina S.R.L,Ý,Viên,36000,14790.0,532440000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.857,40.30.857,Taflotan,Tafluprost,Nhỏ mắt,6.01,6.01,Dung dịch nhỏ mắt,"0,0375mg/2,5ml","Hộp 1 lọ 2,5ml",VN-20088-16,"Santen Pharmaceutical Co., Ltd. - Nhà máy Shiga",Nhật,Lọ,1200,244799.0,293758800.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.358,40.358,Taxotere,Docetaxel,Tiêm,2.10,2.10,Dung dịch đậm đặc để pha dung dịch tiêm truyền tĩnh mạch,80mg/4ml,Hộp 1 lọ x 4ml,VN-20266-17,Sanofi-Aventis Deutschland GmbH,Đức,Lọ,10,6298864.0,62988640.0,CÔNG TY TNHH DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ HOÀNG ĐỨC,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.697,40.697,No-Spa 40mg/2 ml,Drotaverin clohydrat,Tiêm,2.10,2.10,Dung dịch thuốc tiêm,40mg/2ml,Hộp 5 vỉ x 5 ống 2ml,VN-23047-22,"Chinoin Pharmaceutical and Chemical Works Private Co., Ltd.",Hungary,Ống,6000,5306.0,31836000.0,CÔNG TY TNHH DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ HOÀNG ĐỨC,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.697,40.697,No-Spa forte,Drotaverin clohydrat,Uống,1.01,1.01,Viên nén,80mg,Hộp 2 vỉ x 10 viên,599110033523,Chinoin Pharmaceutical And Chemical Works Private Co. Ltd.,Hungary,Viên,36000,1158.0,41688000.0,CÔNG TY TNHH DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ HOÀNG ĐỨC,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.414,40.414,Avodart,Dutasterid,Uống,1.01,1.01,Viên nang mềm,"0,5mg",Hộp 3 vỉ x 10 viên,VN-17445-13,Delpharm Poznań S.A.,Ba Lan,Viên,30000,17257.0,517710000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.784,40.784,Duphaston,Dydrogesteron,Uống,1.01,1.01,Viên nén bao phim,10mg,Hộp 1 vỉ x 20 viên,870110067423,Abbott Biologicals B.V,Hà Lan,Viên,20000,8888.0,177760000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.772,40.30.772,Jardiance,Empagliflozin,Uống,1.01,1.01,Viên nén bao phim,10mg,Hộp 3 vỉ x 10 viên,VN2-605-17,Boehringer Ingelheim Pharma GmbH & Co. KG,Đức,Viên,60000,23072.0,1384320000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.561,40.561,Cerebrolysin,Peptid (Cerebrolysin concentrate),Tiêm,2.10,2.10,Dung dịch tiêm và truyền,"215,2mg/ml; 10ml",Hộp 5 ống 10ml,QLSP-845-15,Cơ sở xuất xưởng: EVER NEURO PHARMA GmbH (Cơ sở trộn và đóng gói: Ever Pharma Jena GmbH - Germany),Áo,Ống,2400,107100.0,257040000.0,Công ty Cổ phần Dược phẩm Trung ương CPC1,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,24,Tỉnh Bắc Giang,Ttyt Huyện Lục Ngạn,24017,Ttyt Huyện Lục Ngạn,05V.329,05V.329,Cam thảo,Cam thảo,Uống,1.01,1.01,Vị thuốc,Vị thuốcB,Túi 1kg; 2kg; 5kg; 10kg; 20kg,VCT-00157-21,Công Ty Cổ Phần Đông Y Dược Thăng Long,Việt Nam,Gam,50000,325.5,16275000.0,Công ty cổ phần Đông Y dược Thăng Long,47/QĐ-TTYT,2025-01-03 00:00:00,,G1,,N2,Vị thuốc yhct,,1,2025-01-03 00:00:00,4,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,24,Tỉnh Bắc Giang,Ttyt Huyện Lục Ngạn,24017,Ttyt Huyện Lục Ngạn,05V.334,05V.334,Hoàng kỳ (Bạch kỳ),Hoàng kỳ (Bạch kỳ),Uống,1.01,1.01,Vị thuốc,Vị thuốcB,Túi 1kg; 2kg; 5kg; 10kg; 20kg,VCT-00251-22,Công Ty Cổ Phần Đông Y Dược Thăng Long,Việt Nam,Gam,50000,291.9,14595000.0,Công ty cổ phần Đông Y dược Thăng Long,47/QĐ-TTYT,2025-01-03 00:00:00,,G1,,N2,Vị thuốc yhct,,1,2025-01-03 00:00:00,4,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,24,Tỉnh Bắc Giang,Ttyt Huyện Lục Ngạn,24017,Ttyt Huyện Lục Ngạn,05V.47,05V.47,Phòng phong,Phòng phong,Uống,1.01,1.01,Vị thuốc,Vị thuốcB,"Đóng túi PE hàn kín, từ 1-10kg",VD-33549-19,Công ty cổ phần dược phẩm Thành Phát,Việt Nam,Gam,40000,1130.0,45200000.0,Công ty cổ phần dược phẩm Thành Phát,47/QĐ-TTYT,2025-01-03 00:00:00,,G1,,N2,Vị thuốc yhct,,1,2025-01-03 00:00:00,4,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,24,Tỉnh Bắc Giang,Ttyt Huyện Lục Ngạn,24017,Ttyt Huyện Lục Ngạn,05V.53,05V.53,Tần giao,Tần giao,Uống,1.01,1.01,Vị thuốc,Vị thuốcB,"Đóng túi PE hàn kín, từ 1-10kg",VD-31192-18,Công ty cổ phần dược phẩm Thành Phát,Việt Nam,Gam,30000,960.0,28800000.0,Công ty cổ phần dược phẩm Thành Phát,47/QĐ-TTYT,2025-01-03 00:00:00,,G1,,N2,Vị thuốc yhct,,1,2025-01-03 00:00:00,4,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,24,Tỉnh Bắc Giang,Ttyt Huyện Lục Ngạn,24017,Ttyt Huyện Lục Ngạn,05V.185,05V.185,Táo nhân,Táo nhân,Uống,1.01,1.01,Vị thuốc,Vị thuốcB,"Đóng túi PE hàn kín, từ 1-10kg",VD-33552-19,Công ty cổ phần dược phẩm Thành Phát,Việt Nam,Gam,35000,916.0,32060000.0,Công ty cổ phần dược phẩm Thành Phát,47/QĐ-TTYT,2025-01-03 00:00:00,,G1,,N2,Vị thuốc yhct,,1,2025-01-03 00:00:00,4,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.386,40.386,Eloxatin,Oxaliplatin,Tiêm,2.10,2.10,Dung dịch đậm đặc pha dung dịch tiêm truyền tĩnh mạch,100mg/20ml,Hộp 1 lọ 20ml,VN-19902-16,Sanofi-Aventis Deutschland GmbH,Đức,Lọ,360,4943570.0,1779685200.0,CÔNG TY TNHH DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ HOÀNG ĐỨC,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.386,40.386,Eloxatin,Oxaliplatin,Tiêm,2.10,2.10,Dung dịch đậm đặc pha dung dịch tiêm truyền tĩnh mạch,50mg/10ml,Hộp 1 lọ 10ml,VN-19903-16,Sanofi-Aventis Deutschland GmbH,Đức,Lọ,240,2973778.0,713706720.0,CÔNG TY TNHH DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ HOÀNG ĐỨC,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.679,40.679,Pantoloc 20mg,Pantoprazol,Uống,1.01,1.01,Viên nén bao tan trong ruột,20mg,Hộp 1 vỉ x 14 viên,400110034023,Takeda GmbH,Đức,Viên,28000,14900.0,417200000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.679,40.679,Pantoloc 40mg,Pantoprazol,Uống,1.01,1.01,Viên nén bao tan trong ruột,40mg,Hộp 1 vỉ x 7 viên,400110081723,Takeda GmbH,Đức,Viên,21000,18499.0,388479000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.679,40.679,Pantoloc i.v,Pantoprazol,Tiêm,2.10,2.10,Bột đông khô pha tiêm tĩnh mạch,40mg,Hộp một lọ bột đông khô pha tiêm,VN-18467-14,Takeda GmbH,Đức,Lọ,3000,146000.0,438000000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.772,40.30.772,Jardiance,Empagliflozin,Uống,1.01,1.01,Viên nén bao phim,25mg,Hộp 3 vỉ x 10 viên,VN2-606-17,Boehringer Ingelheim Pharma GmbH & Co. KG,Đức,Viên,86000,26533.0,2281838000.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.805.1,40.30.805.1,Ryzodeg® Flextouch® 100U/ml,"Insulin analog trộn, hỗn hợp [dạng trộn, hỗn hợp giữa insulin Degludec và insulin Aspart]",Tiêm,2.10,2.10,Dung dịch tiêm,"(7,68mg + 3,15mg)/3ml",Hộp 5 bút tiêm bơm sẵn thuốc x 3ml (15 kim kèm theo),QLSP-929-16,Novo Nordisk A/S,Đan Mạch,Bút tiêm,900,411249.0,370124100.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.427,40.30.427,"Harnal Ocas 0,4mg",Tamsulosin hydroclorid,Uống,1.01,1.01,Viên nén bao phim phóng thích chậm,"0,4mg",Hộp 3 vỉ x 10 viên,VN-19849-16,Astellas Pharma Europe B.V.,Hà Lan,Viên,75000,14700.0,1102500000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.526,40.526,Micardis,Telmisartan,Uống,1.01,1.01,Viên nén,40mg,Hộp 3 vỉ x 10 viên,VN-22995-22,Boehringer Ingelheim Hellas Single Member S.A.,Hy Lạp,Viên,93600,9832.0,920275200.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.526,40.526,Micardis,Telmisartan,Uống,1.01,1.01,Viên nén,80mg,Hộp 3 vỉ x 10 viên,VN-22996-22,Boehringer Ingelheim Hellas Single Member S.A.,Hy Lạp,Viên,43200,14848.0,641433600.0,CÔNG TY TNHH DƯỢC PHẨM GIGAMED,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.30.564,40.30.564,Brilinta,Ticagrelor,Uống,1.01,1.01,Viên nén bao phim,90mg,Hộp 6 vỉ x 10 viên,VN-19006-15,AstraZeneca AB,Thụy Điển,Viên,12000,15873.0,190476000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,79,Thành phố Hồ Chí Minh,Bv Lê Văn Thịnh,79075,Bv Lê Văn Thịnh,40.469,40.469,Voluven 6%,Tinh bột este hóa (hydroxyethylstarch),Tiêm truyền,2.15,2.15,Dung dịch tiêm truyền tĩnh mạch,"30g/500ml; 4,5g/500ml",Thùng 20 túi Polyolefine (freeflex) 500ml,VN-19651-16,Fresenius Kabi Deutschland GmbH,Đức,Túi,200,110000.0,22000000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,03/QĐ-BVLVT,2025-01-03 00:00:00,,G2,,N1,Tân dược,,1,2025-01-03 00:00:00,1,2025-01-03 00:00:00,2026-01-03 00:00:00,2025-03-17 00:29:53
